country,kintype,age,sex,month,year,measure,estimate,se
Austria,Parents,45-64,Female,1,2021,Excess,29,18
Austria,Parents,45-64,Female,2,2021,Baseline,468,13
Austria,Parents,45-64,Female,2,2021,Excess,-48,17
Austria,Parents,45-64,Female,3,2021,Baseline,438,12
Austria,Parents,45-64,Female,3,2021,Excess,-39,16
Austria,Parents,45-64,Female,4,2021,Baseline,385,12
Austria,Parents,45-64,Female,4,2021,Excess,12,15
Austria,Parents,45-64,Female,5,2021,Baseline,369,10
Austria,Parents,45-64,Female,5,2021,Excess,6,13
Austria,Parents,45-64,Female,6,2021,Baseline,349,11
Austria,Parents,45-64,Female,6,2021,Excess,19,16
Austria,Parents,45-64,Male,3,2020,Baseline,409,13
Austria,Parents,45-64,Male,3,2020,Excess,19,18
Austria,Parents,45-64,Male,4,2020,Baseline,373,11
Austria,Parents,45-64,Male,4,2020,Excess,41,18
Austria,Parents,45-64,Male,5,2020,Baseline,359,10
Austria,Parents,45-64,Male,5,2020,Excess,-7,14
Austria,Parents,45-64,Male,6,2020,Baseline,351,12
Austria,Parents,45-64,Male,6,2020,Excess,-14,17
Austria,Parents,45-64,Male,7,2020,Baseline,339,10
Austria,Parents,45-64,Male,7,2020,Excess,-1,15
Austria,Parents,45-64,Male,8,2020,Baseline,363,12
Austria,Parents,45-64,Male,8,2020,Excess,-5,19
Austria,Parents,45-64,Male,9,2020,Baseline,342,11
Austria,Parents,45-64,Male,9,2020,Excess,12,15
Austria,Parents,45-64,Male,10,2020,Baseline,362,11
Austria,Parents,45-64,Male,10,2020,Excess,49,17
Austria,Parents,45-64,Male,11,2020,Baseline,392,11
Austria,Parents,45-64,Male,11,2020,Excess,233,17
Austria,Parents,45-64,Male,12,2020,Baseline,435,14
Austria,Parents,45-64,Male,12,2020,Excess,221,20
Austria,Parents,45-64,Male,1,2021,Baseline,476,11
Austria,Parents,45-64,Male,1,2021,Excess,43,17
Austria,Parents,45-64,Male,2,2021,Baseline,444,13
Austria,Parents,45-64,Male,2,2021,Excess,-12,18
Austria,Parents,45-64,Male,3,2021,Baseline,426,13
Austria,Parents,45-64,Male,3,2021,Excess,-29,18
Austria,Parents,45-64,Male,4,2021,Baseline,369,12
Austria,Parents,45-64,Male,4,2021,Excess,29,14
Austria,Parents,45-64,Male,5,2021,Baseline,374,11
Austria,Parents,45-64,Male,5,2021,Excess,-3,14
Austria,Parents,45-64,Male,6,2021,Baseline,329,11
Austria,Parents,45-64,Male,6,2021,Excess,46,13
Austria,Parents,65+,Female,3,2020,Baseline,153,6
Austria,Parents,65+,Female,3,2020,Excess,-13,9
Austria,Parents,65+,Female,4,2020,Baseline,118,5
Austria,Parents,65+,Female,4,2020,Excess,17,8
Austria,Parents,65+,Female,5,2020,Baseline,111,5
Austria,Parents,65+,Female,5,2020,Excess,6,8
Austria,Parents,65+,Female,6,2020,Baseline,115,5
Austria,Parents,65+,Female,6,2020,Excess,-4,9
Austria,Parents,65+,Female,7,2020,Baseline,117,6
Austria,Parents,65+,Female,7,2020,Excess,-8,8
Austria,Parents,65+,Female,8,2020,Baseline,105,5
Austria,Parents,65+,Female,8,2020,Excess,5,8
Austria,Parents,65+,Female,9,2020,Baseline,108,5
Austria,Parents,65+,Female,9,2020,Excess,2,8
Austria,Parents,65+,Female,10,2020,Baseline,124,5
Austria,Parents,65+,Female,10,2020,Excess,9,9
Austria,Parents,65+,Female,11,2020,Baseline,122,5
Austria,Parents,65+,Female,11,2020,Excess,97,10
Austria,Parents,65+,Female,12,2020,Baseline,138,6
Austria,Parents,65+,Female,12,2020,Excess,100,9
Austria,Parents,65+,Female,1,2021,Baseline,151,7
Austria,Parents,65+,Female,1,2021,Excess,23,9
Austria,Parents,65+,Female,2,2021,Baseline,149,7
Austria,Parents,65+,Female,2,2021,Excess,-38,8
Austria,Parents,65+,Female,3,2021,Baseline,119,5
Austria,Parents,65+,Female,3,2021,Excess,-16,7
Austria,Parents,65+,Female,4,2021,Baseline,111,6
Austria,Parents,65+,Female,4,2021,Excess,-5,8
Austria,Parents,65+,Female,5,2021,Baseline,103,5
Austria,Parents,65+,Female,5,2021,Excess,7,8
Austria,Parents,65+,Female,6,2021,Baseline,94,5
Austria,Parents,65+,Female,6,2021,Excess,14,7
Austria,Parents,65+,Male,3,2020,Baseline,161,7
Austria,Parents,65+,Male,3,2020,Excess,-4,10
Austria,Parents,65+,Male,4,2020,Baseline,125,7
Austria,Parents,65+,Male,4,2020,Excess,26,8
Austria,Parents,65+,Male,5,2020,Baseline,130,7
Austria,Parents,65+,Male,5,2020,Excess,-5,10
Austria,Parents,65+,Male,6,2020,Baseline,127,6
Austria,Parents,65+,Male,6,2020,Excess,7,8
Austria,Parents,65+,Male,7,2020,Baseline,135,7
Austria,Parents,65+,Male,7,2020,Excess,-13,9
Austria,Parents,65+,Male,8,2020,Baseline,128,6
Austria,Parents,65+,Male,8,2020,Excess,0,10
Austria,Parents,65+,Male,9,2020,Baseline,116,6
Austria,Parents,65+,Male,9,2020,Excess,22,10
Austria,Parents,65+,Male,10,2020,Baseline,139,7
Austria,Parents,65+,Male,10,2020,Excess,9,11
Austria,Parents,65+,Male,11,2020,Baseline,138,7
Austria,Parents,65+,Male,11,2020,Excess,116,12
Austria,Parents,65+,Male,12,2020,Baseline,167,8
Austria,Parents,65+,Male,12,2020,Excess,114,14
Austria,Parents,65+,Male,1,2021,Baseline,173,8
Austria,Parents,65+,Male,1,2021,Excess,9,11
Austria,Parents,65+,Male,2,2021,Baseline,164,8
Austria,Parents,65+,Male,2,2021,Excess,-16,10
Austria,Parents,65+,Male,3,2021,Baseline,143,7
Austria,Parents,65+,Male,3,2021,Excess,-13,9
Austria,Parents,65+,Male,4,2021,Baseline,128,6
Austria,Parents,65+,Male,4,2021,Excess,-1,9
Austria,Parents,65+,Male,5,2021,Baseline,116,7
Austria,Parents,65+,Male,5,2021,Excess,-2,9
Austria,Parents,65+,Male,6,2021,Baseline,112,6
Austria,Parents,65+,Male,6,2021,Excess,21,9
Austria,Siblings,0-14,Female,3,2020,Baseline,2,1
Austria,Siblings,0-14,Female,3,2020,Excess,1,2
Austria,Siblings,0-14,Female,4,2020,Baseline,4,2
Austria,Siblings,0-14,Female,4,2020,Excess,4,3
Austria,Siblings,0-14,Female,5,2020,Baseline,2,1
Austria,Siblings,0-14,Female,5,2020,Excess,-1,1
Austria,Siblings,0-14,Female,6,2020,Baseline,3,1
Austria,Siblings,0-14,Female,6,2020,Excess,1,2
Austria,Siblings,0-14,Female,7,2020,Baseline,3,1
Austria,Siblings,0-14,Female,7,2020,Excess,0,2
Austria,Siblings,0-14,Female,8,2020,Baseline,3,1
Austria,Siblings,0-14,Female,8,2020,Excess,-0,2
Austria,Siblings,0-14,Female,9,2020,Baseline,6,3
Austria,Siblings,0-14,Female,9,2020,Excess,-3,4
Austria,Siblings,0-14,Female,10,2020,Baseline,1,1
Austria,Siblings,0-14,Female,10,2020,Excess,1,1
Austria,Siblings,0-14,Female,11,2020,Baseline,4,2
Austria,Siblings,0-14,Female,11,2020,Excess,-0,2
Austria,Siblings,0-14,Female,12,2020,Baseline,3,1
Austria,Siblings,0-14,Female,12,2020,Excess,-1,2
Austria,Siblings,0-14,Female,1,2021,Baseline,4,2
Austria,Siblings,0-14,Female,1,2021,Excess,-4,2
Austria,Siblings,0-14,Female,2,2021,Baseline,3,2
Austria,Siblings,0-14,Female,2,2021,Excess,0,3
Austria,Siblings,0-14,Female,3,2021,Baseline,2,1
Austria,Siblings,0-14,Female,3,2021,Excess,1,1
Austria,Siblings,0-14,Female,4,2021,Baseline,2,1
Austria,Siblings,0-14,Female,4,2021,Excess,-1,2
Austria,Siblings,0-14,Female,5,2021,Baseline,2,1
Austria,Siblings,0-14,Female,5,2021,Excess,1,1
Austria,Siblings,0-14,Female,6,2021,Baseline,3,2
Austria,Siblings,0-14,Female,6,2021,Excess,-1,2
Austria,Siblings,0-14,Male,3,2020,Baseline,3,1
Austria,Siblings,0-14,Male,3,2020,Excess,1,2
Austria,Siblings,0-14,Male,4,2020,Baseline,3,1
Austria,Siblings,0-14,Male,4,2020,Excess,2,2
Austria,Siblings,0-14,Male,5,2020,Baseline,2,1
Austria,Siblings,0-14,Male,5,2020,Excess,0,1
Austria,Siblings,0-14,Male,6,2020,Baseline,4,1
Austria,Siblings,0-14,Male,6,2020,Excess,-1,2
Austria,Siblings,0-14,Male,7,2020,Baseline,1,1
Austria,Siblings,0-14,Male,7,2020,Excess,2,2
Austria,Siblings,0-14,Male,8,2020,Baseline,1,1
Austria,Siblings,0-14,Male,8,2020,Excess,1,1
Austria,Siblings,0-14,Male,9,2020,Baseline,3,2
Austria,Siblings,0-14,Male,9,2020,Excess,-1,2
Austria,Siblings,0-14,Male,10,2020,Baseline,2,1
Austria,Siblings,0-14,Male,10,2020,Excess,1,2
Austria,Siblings,0-14,Male,11,2020,Baseline,3,1
Austria,Siblings,0-14,Male,11,2020,Excess,-1,1
Austria,Siblings,0-14,Male,12,2020,Baseline,3,1
Austria,Siblings,0-14,Male,12,2020,Excess,-0,2
Austria,Siblings,0-14,Male,1,2021,Baseline,7,2
Austria,Siblings,0-14,Male,1,2021,Excess,-5,3
Austria,Siblings,0-14,Male,2,2021,Baseline,3,2
Austria,Siblings,0-14,Male,2,2021,Excess,1,2
Austria,Siblings,0-14,Male,3,2021,Baseline,2,1
Austria,Siblings,0-14,Male,3,2021,Excess,1,2
Austria,Siblings,0-14,Male,4,2021,Baseline,3,1
Austria,Siblings,0-14,Male,4,2021,Excess,-2,2
Austria,Siblings,0-14,Male,5,2021,Baseline,3,1
Austria,Siblings,0-14,Male,5,2021,Excess,-3,1
Austria,Siblings,0-14,Male,6,2021,Baseline,4,1
Austria,Siblings,0-14,Male,6,2021,Excess,-1,2
Austria,Siblings,15-29,Female,3,2020,Baseline,4,2
Austria,Siblings,15-29,Female,3,2020,Excess,-1,2
Austria,Siblings,15-29,Female,4,2020,Baseline,5,2
Austria,Siblings,15-29,Female,4,2020,Excess,5,3
Austria,Siblings,15-29,Female,5,2020,Baseline,5,2
Austria,Siblings,15-29,Female,5,2020,Excess,1,2
Austria,Siblings,15-29,Female,6,2020,Baseline,2,1
Austria,Siblings,15-29,Female,6,2020,Excess,6,2
Austria,Siblings,15-29,Female,7,2020,Baseline,3,1
Austria,Siblings,15-29,Female,7,2020,Excess,2,2
Austria,Siblings,15-29,Female,8,2020,Baseline,3,1
Austria,Siblings,15-29,Female,8,2020,Excess,3,2
Austria,Siblings,15-29,Female,9,2020,Baseline,6,2
Austria,Siblings,15-29,Female,9,2020,Excess,5,3
Austria,Siblings,15-29,Female,10,2020,Baseline,3,1
Austria,Siblings,15-29,Female,10,2020,Excess,6,2
Austria,Siblings,15-29,Female,11,2020,Baseline,10,3
Austria,Siblings,15-29,Female,11,2020,Excess,-3,4
Austria,Siblings,15-29,Female,12,2020,Baseline,5,2
Austria,Siblings,15-29,Female,12,2020,Excess,0,2
Austria,Siblings,15-29,Female,1,2021,Baseline,7,2
Austria,Siblings,15-29,Female,1,2021,Excess,2,3
Austria,Siblings,15-29,Female,2,2021,Baseline,3,1
Austria,Siblings,15-29,Female,2,2021,Excess,2,2
Austria,Siblings,15-29,Female,3,2021,Baseline,5,2
Austria,Siblings,15-29,Female,3,2021,Excess,6,3
Austria,Siblings,15-29,Female,4,2021,Baseline,8,2
Austria,Siblings,15-29,Female,4,2021,Excess,-3,3
Austria,Siblings,15-29,Female,5,2021,Baseline,5,1
Austria,Siblings,15-29,Female,5,2021,Excess,5,3
Austria,Siblings,15-29,Female,6,2021,Baseline,6,2
Austria,Siblings,15-29,Female,6,2021,Excess,-0,3
Austria,Siblings,15-29,Male,3,2020,Baseline,3,1
Austria,Siblings,15-29,Male,3,2020,Excess,3,2
Austria,Siblings,15-29,Male,4,2020,Baseline,3,1
Austria,Siblings,15-29,Male,4,2020,Excess,8,3
Austria,Siblings,15-29,Male,5,2020,Baseline,4,1
Austria,Siblings,15-29,Male,5,2020,Excess,3,2
Austria,Siblings,15-29,Male,6,2020,Baseline,6,2
Austria,Siblings,15-29,Male,6,2020,Excess,1,3
Austria,Siblings,15-29,Male,7,2020,Baseline,6,2
Austria,Siblings,15-29,Male,7,2020,Excess,-2,3
Austria,Siblings,15-29,Male,8,2020,Baseline,4,1
Austria,Siblings,15-29,Male,8,2020,Excess,-0,2
Austria,Siblings,15-29,Male,9,2020,Baseline,6,2
Austria,Siblings,15-29,Male,9,2020,Excess,2,3
Austria,Siblings,15-29,Male,10,2020,Baseline,4,1
Austria,Siblings,15-29,Male,10,2020,Excess,-0,2
Austria,Siblings,15-29,Male,11,2020,Baseline,4,1
Austria,Siblings,15-29,Male,11,2020,Excess,0,2
Austria,Siblings,15-29,Male,12,2020,Baseline,6,2
Austria,Siblings,15-29,Male,12,2020,Excess,-0,2
Austria,Siblings,15-29,Male,1,2021,Baseline,6,2
Austria,Siblings,15-29,Male,1,2021,Excess,5,4
Austria,Siblings,15-29,Male,2,2021,Baseline,6,2
Austria,Siblings,15-29,Male,2,2021,Excess,-1,2
Austria,Siblings,15-29,Male,3,2021,Baseline,4,1
Austria,Siblings,15-29,Male,3,2021,Excess,4,3
Austria,Siblings,15-29,Male,4,2021,Baseline,9,2
Austria,Siblings,15-29,Male,4,2021,Excess,-1,3
Austria,Siblings,15-29,Male,5,2021,Baseline,7,2
Austria,Siblings,15-29,Male,5,2021,Excess,-0,3
Austria,Siblings,15-29,Male,6,2021,Baseline,9,3
Austria,Siblings,15-29,Male,6,2021,Excess,-2,3
Austria,Siblings,30-44,Female,3,2020,Baseline,19,3
Austria,Siblings,30-44,Female,3,2020,Excess,5,5
Austria,Siblings,30-44,Female,4,2020,Baseline,16,3
Austria,Siblings,30-44,Female,4,2020,Excess,6,4
Austria,Siblings,30-44,Female,5,2020,Baseline,13,2
Austria,Siblings,30-44,Female,5,2020,Excess,7,4
Austria,Siblings,30-44,Female,6,2020,Baseline,14,2
Austria,Siblings,30-44,Female,6,2020,Excess,7,4
Austria,Siblings,30-44,Female,7,2020,Baseline,21,3
Austria,Siblings,30-44,Female,7,2020,Excess,-7,4
Austria,Siblings,30-44,Female,8,2020,Baseline,21,3
Austria,Siblings,30-44,Female,8,2020,Excess,-0,5
Austria,Siblings,30-44,Female,9,2020,Baseline,22,3
Austria,Siblings,30-44,Female,9,2020,Excess,-1,5
Austria,Siblings,30-44,Female,10,2020,Baseline,15,2
Austria,Siblings,30-44,Female,10,2020,Excess,-4,4
Austria,Siblings,30-44,Female,11,2020,Baseline,17,3
Austria,Siblings,30-44,Female,11,2020,Excess,2,4
Austria,Siblings,30-44,Female,12,2020,Baseline,21,3
Austria,Siblings,30-44,Female,12,2020,Excess,1,4
Austria,Siblings,30-44,Female,1,2021,Baseline,25,4
Austria,Siblings,30-44,Female,1,2021,Excess,-2,6
Austria,Siblings,30-44,Female,2,2021,Baseline,14,2
Austria,Siblings,30-44,Female,2,2021,Excess,3,4
Austria,Siblings,30-44,Female,3,2021,Baseline,19,3
Austria,Siblings,30-44,Female,3,2021,Excess,-3,4
Austria,Siblings,30-44,Female,4,2021,Baseline,17,3
Austria,Siblings,30-44,Female,4,2021,Excess,2,4
Austria,Siblings,30-44,Female,5,2021,Baseline,13,3
Austria,Siblings,30-44,Female,5,2021,Excess,12,5
Austria,Siblings,30-44,Female,6,2021,Baseline,21,3
Austria,Siblings,30-44,Female,6,2021,Excess,-2,4
Austria,Siblings,30-44,Male,3,2020,Baseline,17,3
Austria,Siblings,30-44,Male,3,2020,Excess,1,4
Austria,Siblings,30-44,Male,4,2020,Baseline,16,3
Austria,Siblings,30-44,Male,4,2020,Excess,8,5
Austria,Siblings,30-44,Male,5,2020,Baseline,17,3
Austria,Siblings,30-44,Male,5,2020,Excess,2,4
Austria,Siblings,30-44,Male,6,2020,Baseline,17,3
Austria,Siblings,30-44,Male,6,2020,Excess,-1,4
Austria,Siblings,30-44,Male,7,2020,Baseline,24,3
Austria,Siblings,30-44,Male,7,2020,Excess,-6,4
Austria,Siblings,30-44,Male,8,2020,Baseline,19,3
Austria,Siblings,30-44,Male,8,2020,Excess,-4,5
Austria,Siblings,30-44,Male,9,2020,Baseline,17,3
Austria,Siblings,30-44,Male,9,2020,Excess,1,4
Austria,Siblings,30-44,Male,10,2020,Baseline,18,3
Austria,Siblings,30-44,Male,10,2020,Excess,-6,4
Austria,Siblings,30-44,Male,11,2020,Baseline,16,3
Austria,Siblings,30-44,Male,11,2020,Excess,5,4
Austria,Siblings,30-44,Male,12,2020,Baseline,17,2
Austria,Siblings,30-44,Male,12,2020,Excess,4,4
Austria,Siblings,30-44,Male,1,2021,Baseline,17,3
Austria,Siblings,30-44,Male,1,2021,Excess,1,4
Austria,Siblings,30-44,Male,2,2021,Baseline,18,3
Austria,Siblings,30-44,Male,2,2021,Excess,2,4
Austria,Siblings,30-44,Male,3,2021,Baseline,21,3
Austria,Siblings,30-44,Male,3,2021,Excess,3,4
Austria,Siblings,30-44,Male,4,2021,Baseline,17,3
Austria,Siblings,30-44,Male,4,2021,Excess,-0,4
Austria,Siblings,30-44,Male,5,2021,Baseline,20,3
Austria,Siblings,30-44,Male,5,2021,Excess,-3,4
Austria,Siblings,30-44,Male,6,2021,Baseline,19,3
Austria,Siblings,30-44,Male,6,2021,Excess,-2,4
Austria,Siblings,45-64,Female,3,2020,Baseline,103,5
Austria,Siblings,45-64,Female,3,2020,Excess,19,8
Austria,Siblings,45-64,Female,4,2020,Baseline,93,5
Austria,Siblings,45-64,Female,4,2020,Excess,16,8
Austria,Siblings,45-64,Female,5,2020,Baseline,87,5
Austria,Siblings,45-64,Female,5,2020,Excess,1,7
Austria,Siblings,45-64,Female,6,2020,Baseline,97,6
Austria,Siblings,45-64,Female,6,2020,Excess,3,8
Austria,Siblings,45-64,Female,7,2020,Baseline,100,6
Austria,Siblings,45-64,Female,7,2020,Excess,-6,9
Austria,Siblings,45-64,Female,8,2020,Baseline,105,7
Austria,Siblings,45-64,Female,8,2020,Excess,-19,9
Austria,Siblings,45-64,Female,9,2020,Baseline,99,6
Austria,Siblings,45-64,Female,9,2020,Excess,4,8
Austria,Siblings,45-64,Female,10,2020,Baseline,93,6
Austria,Siblings,45-64,Female,10,2020,Excess,19,9
Austria,Siblings,45-64,Female,11,2020,Baseline,98,6
Austria,Siblings,45-64,Female,11,2020,Excess,27,8
Austria,Siblings,45-64,Female,12,2020,Baseline,99,6
Austria,Siblings,45-64,Female,12,2020,Excess,34,10
Austria,Siblings,45-64,Female,1,2021,Baseline,122,5
Austria,Siblings,45-64,Female,1,2021,Excess,6,7
Austria,Siblings,45-64,Female,2,2021,Baseline,122,6
Austria,Siblings,45-64,Female,2,2021,Excess,-12,8
Austria,Siblings,45-64,Female,3,2021,Baseline,109,6
Austria,Siblings,45-64,Female,3,2021,Excess,4,9
Austria,Siblings,45-64,Female,4,2021,Baseline,103,6
Austria,Siblings,45-64,Female,4,2021,Excess,15,8
Austria,Siblings,45-64,Female,5,2021,Baseline,98,5
Austria,Siblings,45-64,Female,5,2021,Excess,8,8
Austria,Siblings,45-64,Female,6,2021,Baseline,98,5
Austria,Siblings,45-64,Female,6,2021,Excess,20,8
Austria,Siblings,45-64,Male,3,2020,Baseline,105,5
Austria,Siblings,45-64,Male,3,2020,Excess,9,9
Austria,Siblings,45-64,Male,4,2020,Baseline,101,5
Austria,Siblings,45-64,Male,4,2020,Excess,9,8
Austria,Siblings,45-64,Male,5,2020,Baseline,99,4
Austria,Siblings,45-64,Male,5,2020,Excess,-3,7
Austria,Siblings,45-64,Male,6,2020,Baseline,88,5
Austria,Siblings,45-64,Male,6,2020,Excess,14,8
Austria,Siblings,45-64,Male,7,2020,Baseline,95,6
Austria,Siblings,45-64,Male,7,2020,Excess,-6,8
Austria,Siblings,45-64,Male,8,2020,Baseline,101,6
Austria,Siblings,45-64,Male,8,2020,Excess,-9,8
Austria,Siblings,45-64,Male,9,2020,Baseline,98,5
Austria,Siblings,45-64,Male,9,2020,Excess,0,8
Austria,Siblings,45-64,Male,10,2020,Baseline,93,5
Austria,Siblings,45-64,Male,10,2020,Excess,8,7
Austria,Siblings,45-64,Male,11,2020,Baseline,88,5
Austria,Siblings,45-64,Male,11,2020,Excess,43,8
Austria,Siblings,45-64,Male,12,2020,Baseline,100,6
Austria,Siblings,45-64,Male,12,2020,Excess,30,8
Austria,Siblings,45-64,Male,1,2021,Baseline,126,6
Austria,Siblings,45-64,Male,1,2021,Excess,2,8
Austria,Siblings,45-64,Male,2,2021,Baseline,111,6
Austria,Siblings,45-64,Male,2,2021,Excess,-7,8
Austria,Siblings,45-64,Male,3,2021,Baseline,114,5
Austria,Siblings,45-64,Male,3,2021,Excess,-0,9
Austria,Siblings,45-64,Male,4,2021,Baseline,115,6
Austria,Siblings,45-64,Male,4,2021,Excess,-3,9
Austria,Siblings,45-64,Male,5,2021,Baseline,100,6
Austria,Siblings,45-64,Male,5,2021,Excess,5,9
Austria,Siblings,45-64,Male,6,2021,Baseline,98,6
Austria,Siblings,45-64,Male,6,2021,Excess,15,7
Austria,Siblings,65+,Female,3,2020,Baseline,371,11
Austria,Siblings,65+,Female,3,2020,Excess,2,16
Austria,Siblings,65+,Female,4,2020,Baseline,332,11
Austria,Siblings,65+,Female,4,2020,Excess,17,15
Austria,Siblings,65+,Female,5,2020,Baseline,302,10
Austria,Siblings,65+,Female,5,2020,Excess,-4,15
Austria,Siblings,65+,Female,6,2020,Baseline,310,11
Austria,Siblings,65+,Female,6,2020,Excess,-18,14
Austria,Siblings,65+,Female,7,2020,Baseline,299,9
Austria,Siblings,65+,Female,7,2020,Excess,16,13
Austria,Siblings,65+,Female,8,2020,Baseline,304,9
Austria,Siblings,65+,Female,8,2020,Excess,12,14
Austria,Siblings,65+,Female,9,2020,Baseline,307,11
Austria,Siblings,65+,Female,9,2020,Excess,5,14
Austria,Siblings,65+,Female,10,2020,Baseline,327,10
Austria,Siblings,65+,Female,10,2020,Excess,33,15
Austria,Siblings,65+,Female,11,2020,Baseline,328,9
Austria,Siblings,65+,Female,11,2020,Excess,184,15
Austria,Siblings,65+,Female,12,2020,Baseline,388,10
Austria,Siblings,65+,Female,12,2020,Excess,157,16
Austria,Siblings,65+,Female,1,2021,Baseline,401,10
Austria,Siblings,65+,Female,1,2021,Excess,58,15
Austria,Siblings,65+,Female,2,2021,Baseline,402,12
Austria,Siblings,65+,Female,2,2021,Excess,-45,15
Austria,Siblings,65+,Female,3,2021,Baseline,381,12
Austria,Siblings,65+,Female,3,2021,Excess,-7,17
Austria,Siblings,65+,Female,4,2021,Baseline,335,10
Austria,Siblings,65+,Female,4,2021,Excess,20,14
Austria,Siblings,65+,Female,5,2021,Baseline,329,9
Austria,Siblings,65+,Female,5,2021,Excess,-4,14
Austria,Siblings,65+,Female,6,2021,Baseline,315,10
Austria,Siblings,65+,Female,6,2021,Excess,19,14
Austria,Siblings,65+,Male,3,2020,Baseline,347,11
Austria,Siblings,65+,Male,3,2020,Excess,13,17
Austria,Siblings,65+,Male,4,2020,Baseline,331,12
Austria,Siblings,65+,Male,4,2020,Excess,30,18
Austria,Siblings,65+,Male,5,2020,Baseline,302,11
Austria,Siblings,65+,Male,5,2020,Excess,-3,14
Austria,Siblings,65+,Male,6,2020,Baseline,304,12
Austria,Siblings,65+,Male,6,2020,Excess,-22,15
Austria,Siblings,65+,Male,7,2020,Baseline,285,10
Austria,Siblings,65+,Male,7,2020,Excess,10,16
Austria,Siblings,65+,Male,8,2020,Baseline,302,11
Austria,Siblings,65+,Male,8,2020,Excess,-4,16
Austria,Siblings,65+,Male,9,2020,Baseline,299,11
Austria,Siblings,65+,Male,9,2020,Excess,4,13
Austria,Siblings,65+,Male,10,2020,Baseline,321,10
Austria,Siblings,65+,Male,10,2020,Excess,27,15
Austria,Siblings,65+,Male,11,2020,Baseline,334,10
Austria,Siblings,65+,Male,11,2020,Excess,171,15
Austria,Siblings,65+,Male,12,2020,Baseline,368,12
Austria,Siblings,65+,Male,12,2020,Excess,161,18
Austria,Siblings,65+,Male,1,2021,Baseline,384,12
Austria,Siblings,65+,Male,1,2021,Excess,26,17
Austria,Siblings,65+,Male,2,2021,Baseline,383,14
Austria,Siblings,65+,Male,2,2021,Excess,-16,19
Austria,Siblings,65+,Male,3,2021,Baseline,364,13
Austria,Siblings,65+,Male,3,2021,Excess,1,17
Austria,Siblings,65+,Male,4,2021,Baseline,341,12
Austria,Siblings,65+,Male,4,2021,Excess,16,15
Austria,Siblings,65+,Male,5,2021,Baseline,309,10
Austria,Siblings,65+,Male,5,2021,Excess,22,15
Austria,Siblings,65+,Male,6,2021,Baseline,306,10
Austria,Siblings,65+,Male,6,2021,Excess,42,15
Austria,Children,15-29,Female,3,2020,Baseline,1,1
Austria,Children,15-29,Female,3,2020,Excess,0,1
Austria,Children,15-29,Female,4,2020,Baseline,2,1
